date,obs_hours,obs_nominalrate,obs_consumption,obs_gdpdeflator,obs_gdp,obs_wages,obs_investment
1989-12-31,-43.35704638890284,2.1525,0.2362189044090357,0.7096183468422446,-0.07700787608767579,0.714109355533743,-1.7342652882052223
1990-03-31,-42.49840910819459,2.0625,0.9322478270388457,1.0734014211247533,0.8134321361254693,0.8399293059278667,0.437916794527482
1990-06-30,-43.16038875457988,2.06,-0.17501142629821054,1.114019016411305,0.09112806460032097,0.8214272825729174,-2.989080153906967
1990-09-30,-43.95926011253737,2.04,0.5368444804843442,0.8536197073303775,-0.2023661522875475,0.46991332848702605,-1.3368061928330843
1990-12-31,-44.52187504937719,1.935,-0.4578810567768876,0.7409862823809732,-1.1802539550291757,0.03428508911640371,-3.085485455193862
1991-03-31,-45.56922611079271,1.6075,-1.092306706906787,0.9754217445546054,-0.7338293034572785,-0.40259476406417916,-3.2091106117809436
1991-06-30,-45.87605224571195,1.465,0.37331100581061705,0.7314717072963717,0.5144468222338716,1.1751242288615071,-0.5171290301368037
1991-09-30,-46.194278488808436,1.4125,0.13745617366609508,0.7776112570239135,0.24515928809808463,0.4100123822568913,-0.8195723803424648
1991-12-31,-46.435656853094905,1.205,-0.18058969182856988,0.5928021523051719,0.08954729950964024,0.7311333175239687,-0.7424240872524523
1992-03-31,-46.45447058363189,1.005,1.852613121525537,0.37078500196310316,0.9346794835203065,2.18271342040301,0.310046552529919
1992-06-30,-45.74366932657165,0.9425,0.48666833199488835,0.5990501859044706,0.824836357434644,0.321648585254658,2.569398485394836
1992-09-30,-45.99628910904967,0.815,0.9613864751240264,0.48734198438795673,0.7310636981433083,0.669895897049505,0.6422190371409398
1992-12-31,-46.17927300191985,0.7575,0.9430031552963625,0.6853793446754963,0.7870263575446734,-0.14595539045350603,2.2954648278046412
1993-03-31,-46.0405374023636,0.76,0.1678709730702943,0.5592880372113918,-0.08375810157227326,-1.303424270085335,0.2720027968833194
1993-06-30,-45.44369607552434,0.75,0.7342898701189648,0.5925640551060596,0.33224444658500607,0.11925063517857493,1.2812280937259057
1993-09-30,-44.84779792029395,0.765,0.6983138049225124,0.5934132773400158,0.22643822628152233,-0.524980016105725,0.9061146568027784
1993-12-31,-44.66142068597168,0.7475,0.6565396994838935,0.5438833889957806,1.1021082482849054,0.1850587119907321,3.456053518086449
1994-03-31,-44.217798237945274,0.8025,0.7679002084434394,0.4765262853224428,0.7171121590461293,-1.042178244267472,1.0000923251983096
1994-06-30,-43.68490605499066,0.985,0.6016937378816811,0.4813916775069593,1.0970916221526905,0.31790965004195315,1.596233963175428
1994-09-30,-43.407712683241115,1.1225,0.6496886437510119,0.5726440327500804,0.330973960024028,-0.5877017225524916,0.4349856614531272
1994-12-31,-42.68719957863762,1.2925,0.7513447498373793,0.5412025616473137,0.8864737308784454,0.236938523115221,1.995381407109384
