"date","obs_gdp","obs_hours","obs_wages","obs_gdpdeflator","obs_corepce","obs_nominalrate","obs_consumption","obs_investment","obs_spread","obs_longinflation","obs_longrate","obs_tfp"
"1959-09-30",-0.5928941049447856,NaN,0.17721682086513368,0.4110586190384069,0.6532290375282912,0.8925,0.849210069864581,0.5474538779997484,0.15500000000000003,NaN,NaN,-1.2484480253599262
"1959-12-31",0.020183814859264793,NaN,0.5735674423205994,0.3863569088217389,0.5708864220320464,0.9975,-0.10556727352359907,-1.7236309198444655,0.17249999999999988,NaN,NaN,-0.2925884955752211
"1960-03-31",2.0396041783225183,NaN,1.9318033205254048,0.20123623292418458,0.32317407076414284,0.9825,0.5060759049773988,2.8878784671897306,0.20499999999999985,NaN,NaN,2.8802056220718377
"1960-06-30",-0.8402077402487107,NaN,0.26867580714478034,0.3612078576803679,0.3831103211723974,0.925,1.0601143237433774,-2.384594593884226,0.24750000000000005,NaN,NaN,-2.9368988072335513
"1960-09-30",-0.21226949567934028,NaN,0.14987127816987744,0.4511071175973047,0.4037281152343919,0.735,-0.848569629525775,-2.9872586647117227,0.3174999999999999,NaN,NaN,-0.853565473900218
"1960-12-31",-1.7171288158004172,NaN,-0.0007058834732509567,0.44908127657485863,0.33061524494826244,0.575,-0.24583959471511374,-1.181718991146996,0.3024999999999999,NaN,NaN,-1.6724060536103629
"1961-03-31",0.4037156018431798,NaN,0.7527553915524066,0.11337226995191685,0.1703905653127613,0.4975,-0.30018975060703834,-1.5857967664845485,0.3174999999999999,NaN,NaN,0.22976785943311548
"1961-06-30",1.5093084964851844,NaN,1.1852881654464964,0.20940045570028154,0.32896570047262763,0.4325,0.8766703581719826,1.140306232329391,0.3074999999999999,NaN,NaN,3.3964345260997826
"1961-09-30",1.3323504359342042,NaN,0.5181223106524024,0.2202457476502495,0.44239401461467764,0.42,0.2920552753906458,1.8143907311887641,0.2825000000000001,NaN,NaN,0.920646798542426
"1961-12-31",1.7269304351333226,NaN,0.49630962689456437,0.23664649312902242,0.25036751770981525,0.6,1.4739816043856546,2.4336014815647955,0.28500000000000003,NaN,NaN,1.3250585632483085
"1962-03-31",1.4374277391206336,NaN,1.0744774129938905,0.505221687642532,0.37437986268491485,0.615,0.6284807851564711,1.1761577135821155,0.26,NaN,NaN,0.19638209266007303
"1962-06-30",0.5909998974693131,NaN,0.39545298499918946,0.2739957539356297,0.3837738825548609,0.6525,0.9187898409704687,2.2444754082763474,0.2849999999999999,NaN,NaN,0.10079385736595536
"1962-09-30",0.5481359529218244,NaN,0.4539925636494524,0.23425745555685218,0.31779402469580553,0.7125,0.46773669625033154,0.15697713011000314,0.2649999999999999,NaN,NaN,0.9794703279541908
"1962-12-31",-0.035528967711440096,NaN,0.69200827931305,0.23370997227267765,0.17194136738321042,0.73,1.0767884550829665,-1.04376454422761,0.265,NaN,NaN,0.9904997397188966
"1963-03-31",0.6900121771585166,NaN,0.49776730212421905,0.4879140307015639,0.32694655949510043,0.7425,0.10174523949109116,0.4378682773891529,0.2499999999999999,NaN,NaN,-0.05441817461365723
