"date","GDP","GDPCTPI","PCE","FPI","CNP16OV","CE16OV","PRS85006013","UNRATE","AWHNONAG","DFF","BAA","GS10","PRS85006063","CES0500000030","CLF16OV","PCEPILFE","COMPNFB","THREEFYTP10"
"1999-12-31",9926.1,80.585,6488.9,1865.2,208660.0,134275.0,103.348,4.1,34.4,5.3,8.24,6.14,76.476,470.13,139991.0,83.782,70.335,NA
"2000-03-31",10031.0,81.184,6642.7,1929.8,211586.0,136619.0,104.049,4.0,34.4,5.68,8.33,6.48,79.641,474.61,142386.0,84.244,72.964,NA
"2000-06-30",10278.3,81.631,6737.3,1981.3,212242.0,136947.0,104.396,3.9,34.3,6.27,8.59,6.18,79.981,478.6,142577.0,84.52,73.198,NA
"2000-09-30",10357.4,82.154,6845.2,1998.5,212919.0,136695.0,104.572,4.0,34.3,6.52,8.32,5.89,81.585,482.36,142437.0,84.906,74.674,NA
"2000-12-31",10472.3,82.591,6944.4,2007.2,213560.0,137341.0,104.502,3.9,34.2,6.47,8.21,5.57,81.7,486.41,142944.0,85.315,75.09,NA
"2001-03-31",10508.1,83.117,7020.4,1998.2,214101.0,137724.0,104.915,4.2,34.1,5.6,7.88,5.05,83.551,489.67,143808.0,85.798,76.921,NA
"2001-06-30",10638.4,83.699,7072.1,1978.6,214736.0,137088.0,104.231,4.4,34.0,4.33,8.04,5.27,82.914,493.0,143415.0,86.132,77.117,NA
"2001-09-30",10639.5,83.97,7103.4,1967.5,215422.0,136719.0,103.451,4.8,33.9,3.5,7.95,4.98,82.11,494.82,143642.0,86.378,77.206,NA
"2001-12-31",10701.3,84.233,7216.6,1923.5,216112.0,136226.0,102.507,5.5,33.8,2.13,7.92,4.77,81.886,497.2,144210.0,86.817,77.877,NA
"2002-03-31",10834.4,84.48,7251.4,1910.2,216664.0,136105.0,101.561,5.7,33.8,1.73,7.96,5.08,81.583,500.28,144339.0,87.065,78.288,NA
"2002-06-30",10934.8,84.829,7344.5,1906.5,217204.0,136360.0,101.404,5.8,33.9,1.75,8.02,5.1,82.526,505.16,144824.0,87.574,78.979,NA
"2002-09-30",11037.1,85.204,7433.1,1902.6,217868.0,136807.0,101.295,5.7,33.9,1.74,7.63,4.26,82.665,508.79,145121.0,88.027,79.359,NA
"2002-12-31",11103.8,85.649,7507.2,1906.7,218543.0,136652.0,101.458,5.9,33.8,1.44,7.6,4.01,82.964,512.41,145140.0,88.333,79.566,NA
"2003-03-31",11230.1,86.184,7593.5,1929.2,220109.0,137444.0,101.341,5.9,33.8,1.25,7.12,3.92,83.042,515.5,146020.0,88.548,80.057,NA
"2003-06-30",11370.7,86.463,7684.6,1970.9,220774.0,137656.0,101.061,6.1,33.7,1.25,6.47,3.62,84.275,515.77,146677.0,88.869,81.473,NA
"2003-09-30",11625.1,86.932,7845.6,2040.1,221513.0,137544.0,101.339,6.1,33.6,1.02,6.81,4.23,85.649,518.4,146487.0,89.229,82.683,NA
"2003-12-31",11816.8,87.363,7938.4,2094.4,222276.0,138273.0,101.677,5.8,33.7,1.0,6.66,4.29,87.247,520.89,146815.0,89.541,83.793,NA
"2004-03-31",11988.4,88.115,8076.8,2106.3,222356.0,138489.0,101.887,5.7,33.7,1.0,6.27,4.02,87.494,523.99,146832.0,90.026,83.667,NA
"2004-06-30",12181.4,88.856,8186.4,2183.3,222973.0,138902.0,102.476,5.6,33.7,1.01,6.66,4.6,89.253,526.84,147125.0,90.572,85.301,NA
"2004-09-30",12367.7,89.438,8312.7,2249.0,223680.0,139539.0,103.011,5.4,33.8,1.43,6.45,4.3,91.374,531.49,147557.0,90.989,86.762,NA
"2004-12-31",12562.2,90.063,8464.3,2312.7,224418.0,140029.0,103.579,5.4,33.7,1.95,6.19,4.17,92.267,534.34,148005.0,91.415,87.141,NA
"2005-03-31",12813.7,90.894,8573.1,2375.7,225038.0,140428.0,104.015,5.3,33.7,2.47,5.97,4.3,93.125,537.6,148261.0,91.998,87.798,NA
"2005-06-30",12974.1,91.549,8723.9,2438.9,225674.0,141526.0,104.433,5.1,33.7,2.94,5.97,4.16,94.227,541.2,149142.0,92.489,88.27,NA
"2005-09-30",13205.4,92.399,8888.0,2509.3,226422.0,142287.0,104.813,5.0,33.7,3.46,5.98,4.21,95.595,545.47,149722.0,92.873,89.358,NA
"2005-12-31",13381.6,93.098,8991.4,2546.2,227196.0,142600.0,105.276,5.0,33.8,3.98,6.34,4.49,96.822,551.07,150032.0,93.481,89.93,NA
"2006-03-31",13648.9,93.816,9134.3,2625.2,227764.0,143449.0,106.192,4.7,33.8,4.45,6.31,4.57,99.773,557.57,150556.0,93.957,91.84,NA
"2006-06-30",13799.8,94.589,9253.7,2619.7,228433.0,144068.0,106.532,4.6,33.9,4.91,6.74,5.07,100.077,564.56,151101.0,94.59,91.865,NA
"2006-09-30",13908.5,95.25,9374.3,2607.3,229166.0,144547.0,106.818,4.6,33.9,5.25,6.59,4.9,100.777,569.86,151585.0,95.098,91.978,NA
"2006-12-31",14066.4,95.591,9453.7,2602.5,229896.0,145606.0,107.241,4.4,33.9,5.24,6.28,4.63,102.889,575.4,152393.0,95.498,93.616,NA
"2007-03-31",14233.2,96.659,9591.8,2614.0,230839.0,146135.0,107.524,4.5,33.8,5.25,6.3,4.68,105.441,579.9,153059.0,96.177,95.917,NA
"2007-06-30",14422.3,97.216,9700.9,2624.8,231482.0,145851.0,107.835,4.5,33.9,5.25,6.49,4.85,105.792,587.36,152715.0,96.516,95.892,NA
"2007-09-30",14569.7,97.538,9799.2,2609.6,232210.0,145944.0,107.651,4.7,33.8,5.07,6.63,4.73,105.81,591.95,153072.0,96.99,96.198,NA
"2007-12-31",14685.3,97.945,9910.0,2588.7,232937.0,146271.0,107.65,4.8,33.8,4.5,6.51,4.26,106.709,596.23,153645.0,97.645,97.247,NA
"2008-03-31",14668.4,98.506,9974.4,2547.2,232807.0,146207.0,107.368,5.0,33.7,3.18,6.75,3.66,107.44,600.68,153875.0,98.208,98.203,NA
"2008-06-30",14813.0,98.941,10095.8,2517.2,233410.0,145926.0,106.889,5.3,33.7,2.08,6.99,3.89,107.007,605.93,154128.0,98.703,98.273,NA
"2008-09-30",14843.0,99.619,10124.9,2454.7,234110.0,145270.0,106.018,6.0,33.6,1.94,7.21,3.86,106.767,611.01,154560.0,99.149,99.117,NA
"2008-12-31",14549.9,99.805,9859.6,2308.3,234825.0,144090.0,103.98,6.9,33.4,0.51,8.84,3.25,105.239,612.0,154723.0,99.248,100.2,NA
"2009-03-31",14383.9,100.045,9770.2,2117.8,234913.0,141500.0,101.931,8.3,33.2,0.18,8.21,2.74,99.935,612.65,154294.0,99.366,97.73,NA
"2009-06-30",14340.4,99.889,9769.7,2013.8,235459.0,140304.0,100.132,9.3,33.1,0.18,7.98,3.31,100.15,612.94,154657.0,99.85,100.113,NA
"2009-09-30",14384.1,99.882,9890.8,1992.3,236093.0,139404.0,99.215,9.6,33.1,0.15,6.66,3.52,99.627,617.54,154212.0,100.131,100.815,NA
"2009-12-31",14566.5,100.183,9957.1,1978.8,236739.0,138368.0,98.721,9.9,33.1,0.12,6.33,3.46,100.295,622.91,153591.0,100.653,101.423,NA
"2010-03-31",14681.1,100.517,10044.5,1977.5,236996.0,138590.0,98.476,9.8,33.2,0.13,6.29,3.72,99.63,628.33,153711.0,100.91,100.72,NA
"2010-06-30",14888.6,100.981,10137.7,2042.6,237506.0,139226.0,98.7,9.6,33.4,0.19,6.18,3.49,101.588,634.07,154110.0,101.177,101.9,NA
"2010-09-30",15057.7,101.444,10233.4,2043.0,238104.0,139338.0,98.763,9.5,33.5,0.19,5.78,2.79,102.568,639.33,153917.0,101.425,102.369,NA
"2010-12-31",15230.2,101.963,10393.2,2094.1,238711.0,139155.0,99.159,9.5,33.5,0.19,5.91,2.86,103.568,644.74,153803.0,101.63,102.819,NA
"2011-03-31",15238.4,102.409,10523.5,2097.2,238852.0,139439.0,99.665,9.1,33.5,0.15,6.09,3.46,105.648,646.13,153306.0,101.974,104.652,NA
"2011-06-30",15460.9,103.17,10651.4,2149.6,239316.0,139547.0,100.081,9.1,33.6,0.09,5.85,3.21,105.864,651.84,153469.0,102.593,104.118,NA
"2011-09-30",15587.1,103.77,10754.4,2243.1,239871.0,139872.0,100.464,9.0,33.6,0.08,5.46,2.43,107.019,655.85,153702.0,103.11,104.739,NA
"2011-12-31",15785.3,103.913,10827.9,2302.5,240431.0,140669.0,101.018,8.6,33.7,0.07,5.25,2.05,106.385,659.4,153995.0,103.522,103.422,NA
"2012-03-31",15973.9,104.466,10956.2,2395.3,242436.0,141871.0,101.646,8.3,33.7,0.1,5.2,2.04,109.724,661.29,154650.0,104.101,105.823,NA
"2012-06-30",16121.9,104.93,11008.4,2445.5,242968.0,142195.0,101.996,8.2,33.7,0.15,5.09,1.82,110.445,663.34,154859.0,104.589,106.454,NA
"2012-09-30",16227.9,105.547,11073.6,2455.9,243564.0,142500.0,102.45,8.0,33.6,0.14,4.87,1.64,111.024,664.16,154904.0,104.912,106.524,NA
"2012-12-31",16297.3,105.937,11164.3,2502.9,244169.0,143303.0,102.952,7.8,33.7,0.16,4.57,1.71,114.563,668.51,155450.0,105.363,109.256,NA
"2013-03-31",16440.7,106.333,11271.8,2541.8,244829.0,143377.0,103.43,7.7,33.7,0.14,4.81,1.95,112.33,674.11,155416.0,105.819,106.648,NA
"2013-06-30",16526.8,106.625,11322.8,2571.7,245363.0,143860.0,103.94,7.5,33.7,0.12,4.84,2.0,114.365,676.47,155575.0,106.14,108.289,NA
"2013-09-30",16727.5,107.154,11417.7,2606.0,245961.0,144287.0,104.446,7.2,33.6,0.09,5.4,2.71,115.217,678.05,155570.0,106.508,108.528,NA
"2013-12-31",16957.6,107.63,11556.9,2653.5,246564.0,144205.0,104.891,7.0,33.6,0.09,5.36,2.75,116.341,682.87,154989.0,106.955,109.14,NA
"2014-03-31",16984.3,108.025,11640.3,2708.4,247086.0,145434.0,105.409,6.6,33.6,0.07,5.12,2.76,118.598,686.78,155785.0,107.335,110.613,NA
"2014-06-30",17270.0,108.621,11813.0,2752.7,247625.0,145946.0,105.947,6.2,33.7,0.09,4.82,2.62,119.102,692.65,155583.0,107.86,110.4,NA
"2014-09-30",17522.1,109.049,11949.1,2821.8,248233.0,146486.0,106.47,6.1,33.7,0.09,4.74,2.5,120.741,696.36,155970.0,108.232,111.276,NA
